CodigoCliente,CodigoContrato,DataInicio,DataTermino,Fechado,Placa,Cor,Modelo,ValorPeriodoVeiculo,ValorCombustivel,ValorLocacao,PeriodoTarifa,ValorDiversos
1305,27066,7/24/21 0:00,8/2/21 0:00,Sim,QOS4685,Preta,Etios Platinum Sed. 1.5 Flex 16v 4p Aut.,"R$ 100,00","R$ 0,00","R$ 900,00",1,"R$ 0,00"
2195,27067,7/25/21 0:00,9/4/21 0:00,Sim,QWU1181,Prata,Etios Hb Xls 1.5,"R$ 60,00","R$ 0,00","R$ 2.460,00",1,"R$ 0,00"
1676,27068,7/26/21 0:00,8/2/21 0:00,Sim,RNH0B03,Branco Banchisa,Strada Freedom 1.3 Flex 8v Cs Plus,"R$ 157,14","R$ 0,00","R$ 1.100,00",1,"R$ 0,02"
2196,27081,7/26/21 0:00,7/26/21 0:00,Sim,RFT8C61,Prata Sirius,Gol 1.6 Msi Flex 8v 5p,"R$ 100,00","R$ 0,00","R$ 100,00",1,"R$ 0,00"
2201,27091,7/27/21 0:00,7/28/21 0:00,Sim,RMD5B14,Branco,Toro Endurance Atd4,"R$ 400,00","R$ 0,00","R$ 400,00",1,"R$ 0,00"
1885,27039,7/28/21 0:00,8/19/21 0:00,Sim,RFF0F28,Prata Sirius,VOYAGE 1.6 L MB5,"R$ 60,00","R$ 0,00","R$ 1.320,00",1,"R$ 0,00"
1885,27043,7/28/21 0:00,8/22/21 0:00,Sim,RMY0E57,Prata,VOYAGE 1.6 L MB5,"R$ 60,00","R$ 0,00","R$ 1.500,00",1,"R$ 0,00"
2204,27168,7/30/21 0:00,8/31/21 0:00,Sim,RNH0B00,Branco Banchisa,Strada Freedom 1.3 Flex 8v Cs Plus,"R$ 2.590,00","R$ 0,00","R$ 2.762,67",30,"R$ 0,00"
1983,27340,8/2/21 0:00,9/1/21 0:00,Sim,RME6J17,Prata,Gol 1.6 Msi Flex 8v 5p,"R$ 1.700,00","R$ 0,00","R$ 1.700,00",30,"R$ 0,00"
2181,27477,8/4/21 0:00,8/6/21 0:00,Sim,RMY0E61,Prata,VOYAGE 1.6 L MB5,"R$ 110,00","R$ 0,00","R$ 220,00",1,"R$ 0,00"
2182,27485,8/5/21 0:00,8/12/21 0:00,Sim,QOV1080,Preto,Renegade Lngtd At D,"R$ 300,00","R$ 0,00","R$ 2.100,00",1,"R$ 0,00"
2208,27486,8/6/21 0:00,8/7/21 0:00,Sim,QWU1064,Prata,Etios Hb Xls 1.5,"R$ 100,00","R$ 0,00","R$ 0,00",1,
2208,27488,8/6/21 0:00,8/21/21 0:00,Sim,RMY0E61,Prata,VOYAGE 1.6 L MB5,"R$ 100,00","R$ 0,00","R$ 1.600,00",1,"R$ 100,00"
2209,27487,8/7/21 0:00,8/9/21 0:00,Sim,QQZ9775,Branca,Frontier Sccd 4x4 2.3 Tb Diesel Mec.,"R$ 400,00","R$ 0,00","R$ 800,00",1,"R$ 0,00"
586,27489,8/7/21 0:00,8/9/21 0:00,Sim,QWU1064,Prata,Etios Hb Xls 1.5,"R$ 110,00","R$ 0,00","R$ 220,00",1,"R$ 0,00"
1541,27512,8/12/21 0:00,8/16/21 0:00,Sim,QXG3483,Prata,Onix 1.0mt Lt Flex Power Sp. Mec.,"R$ 110,00","R$ 0,00","R$ 500,00",1,"R$ 60,00"
1037,27511,8/12/21 0:00,8/13/21 0:00,Sim,QUK9837,Branca,Versa 16 Sv Cvt,"R$ 120,00","R$ 0,00","R$ 120,00",1,"R$ 0,00"
2213,27515,8/13/21 0:00,8/19/21 0:00,Sim,RMZ2I76,Prata,Hilux Cd 4x4 2.8 Diesel Mec,"R$ 475,00","R$ 0,00","R$ 2.850,00",1,"R$ 0,00"
2214,27528,8/16/21 0:00,8/17/21 0:00,Sim,RNH0B04,Branco Banchisa,Strada Freedom 1.3 Flex 8v Cs Plus,"R$ 220,00","R$ 0,00","R$ 220,00",1,"R$ 0,00"
1983,27547,8/20/21 0:00,8/21/21 0:00,Sim,RNH0B03,Branco Banchisa,Strada Freedom 1.3 Flex 8v Cs Plus,"R$ 140,00","R$ 0,00","R$ 140,00",1,"R$ 0,00"
2015,27942,8/23/21 0:00,10/8/21 0:00,Sim,QWU1193,Prata,Etios Hb Xls 1.5,"R$ 2.000,00","R$ 0,00","R$ 3.458,00",30,"R$ 391,33"
2015,27601,8/23/21 0:00,9/8/21 0:00,Sim,RMY0E57,Prata,VOYAGE 1.6 L MB5,"R$ 2.000,00","R$ 0,00","R$ 0,00",30,
1806,27612,8/26/21 0:00,8/30/21 0:00,Sim,QOS4685,Preta,Etios Platinum Sed. 1.5 Flex 16v 4p Aut.,"R$ 140,00","R$ 0,00","R$ 560,00",1,"R$ 0,00"
1268,27618,8/26/21 0:00,9/19/21 0:00,Sim,RMY0E61,Prata,VOYAGE 1.6 L MB5,"R$ 55,00","R$ 90,86","R$ 1.440,86",1,"R$ 30,00"
848,27626,8/27/21 0:00,8/30/21 0:00,Sim,QOV1080,Preto,Renegade Lngtd At D,"R$ 300,00","R$ 0,00","R$ 900,00",1,"R$ 0,00"
2220,27621,8/27/21 0:00,9/2/21 0:00,Sim,QUK9837,Branca,Versa 16 Sv Cvt,"R$ 140,00","R$ 0,00","R$ 840,00",1,"R$ 0,00"
2222,27643,8/30/21 0:00,9/30/21 0:00,Sim,QQU2455,Prata,Corolla Gli 1.8 Cvt,"R$ 158,06","R$ 0,00","R$ 4.900,00",1,"R$ 0,14"
848,27927,9/3/21 0:00,9/8/21 0:00,Sim,PPY8018,Branca,Frontier Se Atx 4,"R$ 300,00","R$ 0,00","R$ 1.500,00",1,"R$ 0,00"
1332,27951,9/11/21 0:00,9/15/21 0:00,Sim,RMY0A62,Cinza,Voyage 1.6 Af5,"R$ 200,00","R$ 0,00","R$ 800,00",1,"R$ 0,00"
1145,27949,9/11/21 0:00,9/13/21 0:00,Sim,QOS4685,Preta,Etios Platinum Sed. 1.5 Flex 16v 4p Aut.,"R$ 100,00","R$ 0,00","R$ 200,00",1,"R$ 0,00"
2220,27952,9/13/21 0:00,9/16/21 0:00,Sim,QUK9837,Branca,Versa 16 Sv Cvt,"R$ 140,00","R$ 0,00","R$ 420,00",1,"R$ 0,00"
1541,27959,9/13/21 0:00,9/15/21 0:00,Sim,QNF9536,Prata,Versa Sl 1.6 16v Flexstart 4p Aut.,"R$ 155,00","R$ 0,00","R$ 310,00",1,"R$ 0,00"
335,28001,9/16/21 0:00,9/17/21 0:00,Sim,QUK9837,Branca,Versa 16 Sv Cvt,"R$ 180,00","R$ 38,94","R$ 248,94",1,"R$ 30,00"
2226,28065,9/21/21 0:00,10/21/21 0:00,Sim,RNH0B02,Branco Banchisa,Strada Freedom 1.3 Flex 8v Cs Plus,"R$ 2.400,00","R$ 0,00","R$ 2.400,00",30,"R$ 0,00"
1635,28071,9/22/21 0:00,11/17/21 0:00,Sim,QWU1035,Cinza,Etios Hb Xls 1.5,"R$ 1.800,00","R$ 0,00","R$ 3.360,00",30,"R$ 0,00"
2227,28084,9/25/21 0:00,10/4/21 0:00,Sim,RFF0F28,Prata Sirius,VOYAGE 1.6 L MB5,"R$ 140,00","R$ 0,00","R$ 1.260,00",1,"R$ 0,00"
1983,28114,9/28/21 0:00,9/29/21 0:00,Sim,RNH0B04,Branco Banchisa,Strada Freedom 1.3 Flex 8v Cs Plus,"R$ 170,00","R$ 0,00","R$ 170,00",1,"R$ 0,00"
2182,28119,9/29/21 0:00,10/15/21 0:00,Sim,PPY8018,Branca,Frontier Se Atx 4,"R$ 500,00","R$ 0,00","R$ 0,00",1,
2182,28569,9/29/21 0:00,10/26/21 0:00,Sim,PPY8018,Branca,Frontier Se Atx 4,"R$ 500,00","R$ 0,00","R$ 0,00",1,
2182,28458,9/29/21 0:00,10/21/21 0:00,Sim,RNW0B48,Branca,Frontier Sccd 4x4 2.3 Tb Diesel Mec.,"R$ 500,00","R$ 0,00","R$ 0,00",1,
2182,28573,9/29/21 0:00,10/31/21 0:00,Sim,RNW0B48,Branca,Frontier Sccd 4x4 2.3 Tb Diesel Mec.,"R$ 234,37","R$ 0,00","R$ 7.500,00",1,"R$ 0,16"
2229,28381,10/1/21 0:00,10/2/21 0:00,Sim,RNH0B04,Branco Banchisa,Strada Freedom 1.3 Flex 8v Cs Plus,"R$ 250,00","R$ 0,00","R$ 250,00",1,"R$ 0,00"
2228,28403,10/2/21 0:00,10/9/21 0:00,Sim,QXS3A06,Cinza,Spin Primier 1.8 8v Econo.Flex 5p Mec,"R$ 250,00","R$ 0,00","R$ 1.750,00",1,"R$ 0,00"
1983,28406,10/4/21 0:00,10/8/21 0:00,Sim,RNH0B04,Branco Banchisa,Strada Freedom 1.3 Flex 8v Cs Plus,"R$ 140,00","R$ 0,00","R$ 560,00",1,"R$ 0,00"
2181,28412,10/4/21 0:00,10/6/21 0:00,Sim,RFF0F28,Prata Sirius,VOYAGE 1.6 L MB5,"R$ 110,00","R$ 0,00","R$ 220,00",1,"R$ 0,00"
2230,28429,10/6/21 0:00,11/1/21 0:00,Sim,RNW9D80,Cinza,Gol 1.6 Msi Flex 8v 5p,"R$ 2.100,00","R$ 0,00","R$ 1.820,00",30,"R$ 0,00"
1948,28435,10/8/21 0:00,10/13/21 0:00,Sim,RFF0F38,Prata Sirius,VOYAGE 1.6 L MB5,"R$ 100,00","R$ 0,00","R$ 500,00",1,"R$ 0,00"
1676,28468,10/18/21 0:00,10/21/21 0:00,Sim,RNX9E92,Prata,Gol 1.6 Msi Flex 8v 5p,"R$ 110,00","R$ 0,00","R$ 360,00",1,"R$ 30,00"
841,28464,10/18/21 0:00,10/21/21 0:00,Sim,RME6J17,Prata,Gol 1.6 Msi Flex 8v 5p,"R$ 100,00","R$ 0,00","R$ 300,00",1,"R$ 0,00"
1983,28568,10/18/21 0:00,11/17/21 0:00,Sim,RNH0B01,Branco Banchisa,Strada Freedom 1.3 Flex 8v Cs Plus,"R$ 2.600,00","R$ 0,00","R$ 2.600,00",30,"R$ 0,00"
1983,28470,10/18/21 0:00,10/21/21 0:00,Sim,RNH0B04,Branco Banchisa,Strada Freedom 1.3 Flex 8v Cs Plus,"R$ 140,00","R$ 0,00","R$ 0,00",1,
537,28642,10/29/21 0:00,11/17/21 0:00,Sim,QOM8381,Branca,Fiorino Hard Working,"R$ 1.800,00","R$ 0,00","R$ 0,00",30,
537,28987,10/29/21 0:00,11/30/21 0:00,Sim,RFX5E14,Branca,STRADA ENDURANCE CS 1.4 02,"R$ 1.800,00","R$ 97,35","R$ 2.017,35",30,"R$ 0,00"
2140,28699,10/29/21 0:00,11/3/21 0:00,Sim,RNZ4D02,Cinza,Gol (novo) 1.0 Mi Total Flex 8v 4p,"R$ 100,00","R$ 0,00","R$ 500,00",1,"R$ 0,00"
2235,28696,10/29/21 0:00,11/3/21 0:00,Sim,RNZ4C93,Cinza,Gol (novo) 1.0 Mi Total Flex 8v 4p,"R$ 130,00","R$ 0,00","R$ 650,00",1,"R$ 0,00"
115,28916,11/3/21 0:00,12/20/21 0:00,Sim,QNF9536,Prata,Versa Sl 1.6 16v Flexstart 4p Aut.,"R$ 84,00","R$ 233,64","R$ 4.181,64",1,"R$ 0,00"
1723,28934,11/4/21 0:00,11/5/21 0:00,Sim,RNZ4D02,Cinza,Gol (novo) 1.0 Mi Total Flex 8v 4p,"R$ 100,00","R$ 0,00","R$ 100,00",1,"R$ 0,00"
1863,28936,11/5/21 0:00,11/8/21 0:00,Sim,RNZ4D02,Cinza,Gol (novo) 1.0 Mi Total Flex 8v 4p,"R$ 100,00","R$ 0,00","R$ 300,00",1,"R$ 0,00"
2116,28937,11/6/21 0:00,11/8/21 0:00,Sim,RTB7G39,Prata Sirius,Gol G7 1.6 Completo Trend Line,"R$ 130,00","R$ 0,00","R$ 290,00",1,"R$ 30,00"
848,28957,11/11/21 0:00,11/16/21 0:00,Sim,RFT6C18,Branco,Hilux Cd 4x4 2.8 Diesel Mec,"R$ 400,00","R$ 0,00","R$ 2.000,00",1,"R$ 0,00"
2239,28961,11/12/21 0:00,11/18/21 0:00,Sim,QWR6981,Cinza,Etios Hb Xls 1.5,"R$ 140,00","R$ 0,00","R$ 840,00",1,"R$ 0,00"
2241,29001,11/19/21 0:00,11/22/21 0:00,Sim,RTC9D83,Cinza,Gol G7 1.6 Completo Trend Line,"R$ 170,00","R$ 0,00","R$ 510,00",1,"R$ 0,00"
2015,29069,11/24/21 0:00,11/27/21 0:00,Sim,RTC9D83,Cinza,Gol G7 1.6 Completo Trend Line,"R$ 160,00","R$ 0,00","R$ 510,00",1,"R$ 30,00"
2241,29083,11/26/21 0:00,11/29/21 0:00,Sim,RTC9D82,Cinza,Gol G7 1.6 Completo Trend Line,"R$ 140,00","R$ 0,00","R$ 420,00",1,"R$ 0,00"
2245,29097,11/29/21 0:00,11/30/21 0:00,Sim,RNH0B04,Branco Banchisa,Strada Freedom 1.3 Flex 8v Cs Plus,"R$ 170,00","R$ 0,00","R$ 170,00",1,"R$ 0,00"
2242,29004,11/29/21 0:00,1/6/22 0:00,Sim,QXS2F86,Branca,Hilux Cd Srva 4fd ,"R$ 293,33","R$ 0,00","R$ 11.596,54",1,"R$ 450,00"
1924,29230,11/30/21 0:00,12/1/21 0:00,Sim,RNZ4C99,Prata Sirius,Gol (novo) 1.0 Mi Total Flex 8v 4p,"R$ 160,00","R$ 0,00","R$ 160,00",1,"R$ 0,00"
2246,29353,12/1/21 0:00,12/23/21 0:00,Sim,RNZ4C99,Prata Sirius,Gol (novo) 1.0 Mi Total Flex 8v 4p,"R$ 2.190,00","R$ 356,95","R$ 2.190,00",30,"R$ 227,05"
1541,29352,12/1/21 0:00,12/3/21 0:00,Sim,RTB7G39,Prata Sirius,Gol G7 1.6 Completo Trend Line,"R$ 190,00","R$ 0,00","R$ 410,00",1,"R$ 30,00"
2248,29366,12/3/21 0:00,1/3/22 0:00,Sim,RTC9D83,Cinza,Gol G7 1.6 Completo Trend Line,"R$ 2.390,00","R$ 0,00","R$ 2.469,67",30,"R$ 0,00"
1949,29368,12/4/21 0:00,12/6/21 0:00,Sim,RNZ4C96,Cinza,Gol 1.0 Flex 12v 5p,"R$ 140,00","R$ 0,00","R$ 310,00",1,"R$ 30,00"
2247,29406,12/7/21 0:00,1/10/22 0:00,Sim,RTC9D79,Prata Sirius,Gol G7 1.6 Completo Trend Line,"R$ 78,73","R$ 0,00","R$ 2.676,82",1,"R$ 0,00"
2046,29400,12/7/21 0:00,12/14/21 0:00,Sim,RMV8D75,Prata,Hilux Cd 4x4 2.8 Diesel Mec,"R$ 300,00","R$ 0,00","R$ 2.600,00",1,"R$ 500,00"
1242,29419,12/10/21 0:00,12/17/21 0:00,Sim,QUQ9666,Branca,Doblo Essence 1.8 Flex 16v 5p,"R$ 260,00","R$ 0,00","R$ 1.820,00",1,"R$ 0,00"
1987,29430,12/11/21 0:00,2/2/22 0:00,Sim,RNW9D80,Cinza,Gol 1.6 Msi Flex 8v 5p,"R$ 60,00","R$ 0,00","R$ 3.180,00",1,"R$ 0,00"
1989,29431,12/12/21 0:00,1/31/22 0:00,Sim,RMR5I59,Branca,Kicks Sense 1.6v Flex. Aut,"R$ 160,00","R$ 201,19","R$ 8.201,19",1,"R$ 0,00"
1806,29472,12/14/21 0:00,12/16/21 0:00,Sim,QXD1031,Cinza,Etios Platinum Sed. 1.5 Flex 16v 4p Aut.,"R$ 110,00","R$ 0,00","R$ 220,00",1,"R$ 0,00"
1305,29486,12/15/21 0:00,1/12/22 0:00,Sim,RFI4A44,Cinza,Ka Se 1.0 Ha,"R$ 1.700,00","R$ 0,00","R$ 1.586,67",30,"R$ 0,00"
1541,29546,12/16/21 0:00,12/18/21 0:00,Sim,RMF0A21,Cinza,Gol 1.6 Msi Flex 8v 5p,"R$ 190,00","R$ 0,00","R$ 460,00",1,"R$ 80,00"
2253,29516,12/18/21 0:00,1/4/22 0:00,Sim,RFI4A41,Cinza,Ka Se 1.0 Ha,"R$ 100,00","R$ 0,00","R$ 1.700,00",1,"R$ 0,00"
2255,29512,12/18/21 0:00,1/27/22 0:00,Sim,RTI3A48,Cinza,Gol 1.6 Msi Flex 8v 5p,"R$ 1.800,00","R$ 0,00","R$ 2.766,67",30,"R$ 200,00"
2256,29521,12/18/21 0:00,1/17/22 0:00,Sim,QWU1064,Prata,Etios Hb Xls 1.5,"R$ 2.100,00","R$ 0,00","R$ 2.100,00",30,"R$ 0,00"
994,29511,12/20/21 0:00,1/16/22 0:00,Sim,RFT6C18,Branco,Hilux Cd 4x4 2.8 Diesel Mec,"R$ 8.500,00","R$ 0,00","R$ 7.650,00",30,"R$ 0,00"
2113,29543,12/20/21 0:00,12/27/21 0:00,Sim,RTI9F96,Cinza,Gol 1.6 Msi Flex 8v 5p,"R$ 160,00","R$ 0,00","R$ 1.150,00",1,"R$ 30,00"
1774,29509,12/21/21 0:00,1/25/22 0:00,Sim,QXS3A06,Cinza,Spin Primier 1.8 8v Econo.Flex 5p Mec,"R$ 3.000,00","R$ 0,00","R$ 3.500,00",30,"R$ 0,00"
2258,29573,12/21/21 0:00,1/18/22 0:00,Sim,RTI3A47,Cinza,Gol 1.6 Msi Flex 8v 5p,"R$ 3.000,00","R$ 0,00","R$ 2.800,00",30,"R$ 0,00"
2260,29582,12/22/21 0:00,1/3/22 0:00,Sim,QWU1020,Prata,Etios Hb Xls 1.5,"R$ 2.050,00","R$ 0,00","R$ 820,00",30,"R$ 0,00"
2262,29584,12/22/21 0:00,12/30/21 0:00,Sim,RTI3A46,Cinza,Gol 1.6 Msi Flex 8v 5p,"R$ 160,00","R$ 0,00","R$ 1.280,00",1,"R$ 0,00"
2264,29588,12/22/21 0:00,1/11/22 0:00,Sim,RTC9D80,Cinza,Gol G7 1.6 Completo Trend Line,"R$ 2.500,00","R$ 0,00","R$ 1.696,67",30,"R$ 30,00"
